voy_id,flow,area_no,size,planned_qty,snapshot_qty,new_qty,planning_time,status_name,objective_value
390121,OF,35,40,3,3.0,0.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390121,OF,4A,40,200,0.0,200.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390121,OF,4B,40,46,0.0,46.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390131,OF,11,40,10,0.0,10.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390131,OF,26,40,75,0.0,75.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390131,OF,75,40,75,0.0,75.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390131,OF,84,40,40,0.0,40.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390131,OF,EC,40,3,3.0,0.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390133,OF,20,40,3,0.0,3.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390128,IF,12,40,21,0.0,21.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390128,IZ,35,40,20,0.0,20.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390128,OZ,35,40,30,0.0,30.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390128,OZ,70,40,10,0.0,10.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390128,T,57,40,1,1.0,0.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390128,T,70,40,19,0.0,19.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390124,IF,12,40,10,0.0,10.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390124,IF,35,40,10,0.0,10.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390124,IZ,35,40,20,0.0,20.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390124,OZ,35,40,20,0.0,20.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390124,OZ,8J,40,20,0.0,20.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
390124,T,8J,40,56,0.0,56.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490121,OF,4B,20,166,0.0,166.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490121,OF,84,20,37,0.0,37.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490121,OF,1A,40,4,0.0,4.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490121,OF,4A,40,157,0.0,157.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490121,OF,4B,40,29,0.0,29.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590121,OF,4B,20,132,0.0,132.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590121,OF,84,20,66,0.0,66.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590121,OF,1A,40,4,0.0,4.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590121,OF,4A,40,234,0.0,234.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590121,OF,4B,40,65,0.0,65.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490131,OF,11,20,68,0.0,68.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490131,OF,84,20,24,0.0,24.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490131,OF,11,40,11,0.0,11.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490131,OF,26,40,71,0.0,71.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490131,OF,75,40,62,0.0,62.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
490131,OF,84,40,28,0.0,28.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590131,OF,11,20,60,0.0,60.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590131,OF,84,20,48,0.0,48.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590131,OF,11,40,9,0.0,9.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590131,OF,26,40,77,0.0,77.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590131,OF,75,40,89,0.0,89.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
590131,OF,84,40,53,0.0,53.0,2026-07-18T18:34:03.125935,OPTIMAL,0.002898920618247
